F15-12
 1.00000     0.00080
 0.98742     0.00420
 0.97717     0.00577
 0.96693     0.00863
 0.95668     0.01126
 0.94643     0.01376
 0.93618     0.01638
 0.92593     0.01903
 0.91568     0.02170
 0.90543     0.02425
 0.89519     0.02679
 0.88494     0.02946
 0.87469     0.03203
 0.86444     0.03373
 0.85419     0.03663
 0.84394     0.03891
 0.83370     0.04080
 0.82345     0.04257
 0.81320     0.04410
 0.80295     0.04560
 0.79270     0.04693
 0.78245     0.04832
 0.77220     0.04958
 0.76196     0.05078
 0.75171     0.05196
 0.74146     0.05305
 0.73121     0.05421
 0.72096     0.05542
 0.71071     0.05640
 0.70046     0.05731
 0.69022     0.05822
 0.67997     0.05901
 0.66972     0.05982
 0.65947     0.06054
 0.64922     0.06127
 0.63897     0.06197
 0.62872     0.06264
 0.61848     0.06316
 0.60823     0.06372
 0.59798     0.06438
 0.58773     0.06472
 0.57748     0.06503
 0.56723     0.06554
 0.55699     0.06584
 0.54674     0.06618
 0.53649     0.06644
 0.52624     0.06658
 0.51599     0.06681
 0.50574     0.06701
 0.49549     0.06715
 0.48525     0.06728
 0.47500     0.06726
 0.46475     0.06722
 0.45450     0.06713
 0.44425     0.06710
 0.43400     0.06701
 0.42376     0.06708
 0.41351     0.06688
 0.40326     0.06656
 0.39301     0.06660
 0.38276     0.06640
 0.37251     0.06604
 0.36226     0.06578
 0.35202     0.06546
 0.34177     0.06505
 0.33152     0.06470
 0.32127     0.06425
 0.31102     0.06372
 0.30077     0.06331
 0.29053     0.06276
 0.28028     0.06203
 0.27003     0.06151
 0.25978     0.06083
 0.24953     0.06006
 0.23928     0.05919
 0.22904     0.05842
 0.21879     0.05768
 0.20854     0.05683
 0.19845     0.05594
 0.18804     0.05485
 0.17779     0.05376
 0.16754     0.05276
 0.15730     0.05163
 0.14705     0.05043
 0.13680     0.04898
 0.12655     0.04755
 0.11630     0.04606
 0.10605     0.04441
 0.09581     0.04276
 0.08556     0.04083
 0.07531     0.03879
 0.06506     0.03659
 0.05481     0.03405
 0.04456     0.03116
 0.03432     0.02785
 0.02407     0.02399
 0.01382     0.01884
 0.00706     0.01352
 0.00267     0.00781
 0.00001     0.00087
 0.00131    -0.00363
 0.00630    -0.01072
 0.01382    -0.01572
 0.02407    -0.02047
 0.03432    -0.02433
 0.04457    -0.02738
 0.05481    -0.03013
 0.06506    -0.03250
 0.07531    -0.03456
 0.08556    -0.03642
 0.09581    -0.03800
 0.10606    -0.03943
 0.11631    -0.04108
 0.12655    -0.04238
 0.13680    -0.04332
 0.14705    -0.04442
 0.15730    -0.04544
 0.16755    -0.04626
 0.17780    -0.04708
 0.18805    -0.04786
 0.19829    -0.04854
 0.20854    -0.04926
 0.21879    -0.04976
 0.22904    -0.05041
 0.23929    -0.05099
 0.24954    -0.05141
 0.25978    -0.05179
 0.27003    -0.05221
 0.28028    -0.05267
 0.29053    -0.05281
 0.30078    -0.05317
 0.31103    -0.05343
 0.32128    -0.05356
 0.33152    -0.05374
 0.34177    -0.05368
 0.35202    -0.05360
 0.36227    -0.05353
 0.37252    -0.05352
 0.38277    -0.05346
 0.39301    -0.05340
 0.40326    -0.05332
 0.41351    -0.05300
 0.42376    -0.05289
 0.43401    -0.05266
 0.44426    -0.05216
 0.45451    -0.05174
 0.46475    -0.05126
 0.47500    -0.05084
 0.48525    -0.05018
 0.49550    -0.04955
 0.50575    -0.04895
 0.51600    -0.04821
 0.52624    -0.04739
 0.53649    -0.04652
 0.54674    -0.04558
 0.55699    -0.04464
 0.56724    -0.04358
 0.57749    -0.04247
 0.58773    -0.04147
 0.59814    -0.04035
 0.60823    -0.03901
 0.61848    -0.03771
 0.62873    -0.03626
 0.63898    -0.03485
 0.64923    -0.03344
 0.65947    -0.03194
 0.66972    -0.03033
 0.67997    -0.02873
 0.69022    -0.02714
 0.70047    -0.02547
 0.71072    -0.02369
 0.72096    -0.02176
 0.73121    -0.01985
 0.74146    -0.01797
 0.75171    -0.01613
 0.76196    -0.01430
 0.77221    -0.01248
 0.78245    -0.01061
 0.79270    -0.00878
 0.80295    -0.00692
 0.81320    -0.00503
 0.82345    -0.00314
 0.83370    -0.00110
 0.84394     0.00070
 0.85419     0.00249
 0.86444     0.00384
 0.87469     0.00504
 0.88494     0.00545
 0.89519     0.00566
 0.90544     0.00598
 0.91568     0.00609
 0.92593     0.00579
 0.93618     0.00535
 0.94643     0.00452
 0.95668     0.00351
 0.96693     0.00250
 0.97717     0.00178
 0.98742     0.00129
 1.00000     0.00080
